"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"LANDMARK","Landmark Cars Limited","7(2)","Garima Misra","Employees/Designated Employees","Equity Shares","695429","1.68",,"100","70425","Sell","Equity Shares","695329","1.68","27-May-2024","27-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","BSE","-","30-May-2024 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164723_1148884_30052024074851_WEB.xml"
"LANDMARK","Landmark Cars Limited","7(2)","Garima Misra","Employees/Designated Employees","Equity Shares","700000","1.69",,"4571","3200050","Sell","Equity Shares","695429","1.68","27-May-2024","27-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 19:48","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164723_1148884_30052024074851_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Siju Valliaveettil Thomas","-","Equity Shares","34140","0",,"500","2270645","Sell","Equity Shares","33640","0","28-May-2024","28-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 19:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164719_1148585_30052024070040_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Kirtesh Mahadevprasad Vyas","-","Equity Shares","1000","0",,"50","228000","Sell","Equity Shares","950","0","29-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 19:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164719_1148585_30052024070040_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Prakash Pachisia","-","Equity Shares","198200","0.03",,"10000","44694000","Sell","Equity Shares","188200","0.03","28-May-2024","28-May-2024","29-May-2024","Gift","-","-","0","0","0","0","NA","-","30-May-2024 19:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164719_1148585_30052024070040_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Ravi Prakash Sharma","-","Equity Shares","165800","0.02",,"100","455000","Sell","Equity Shares","165700","0.02","29-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 19:00","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164719_1148585_30052024070040_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","CHETAN PRAKASH TAMHANKA","Employees/Designated Employees","Equity Shares","19207","0",,"1500","1028145","Sell","Equity Shares","17707","0","29-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 18:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164717_1148425_30052024063010_WEB.xml"
"MWL","Mangalam Worldwide Limited","7(2)","OM PRAKASH MANGAL","Promoter Group","Equity Shares","474200","1.82",,"8400","1188600","Sell","Equity Shares","465800","1.79","28-May-2024","28-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 18:16","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164715_1148328_30052024061602_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Omkar Bhalchandra Nisal","Employees/Designated Employees","ADR/GDR/FCCB","8578","0",,"5978","2619878","Sell","ADR/GDR/FCCB","2600","0","29-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Nicolas Parmaksizian","Employees/Designated Employees","ADR/GDR/FCCB","8589","0",,"4250","1897919","Sell","ADR/GDR/FCCB","4339","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Nicolas Parmaksizian","Employees/Designated Employees","ADR/GDR/FCCB","Nil","0",,"8589","3835583","Buy","ADR/GDR/FCCB","8589","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Nouha En-nabty","Employees/Designated Employees","ADR/GDR/FCCB","5000","0",,"34","15183","Sell","ADR/GDR/FCCB","4966","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Nouha En-nabty","Employees/Designated Employees","ADR/GDR/FCCB","Nil","0",,"5000","2232846","Buy","ADR/GDR/FCCB","5000","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Arun Anand","Employees/Designated Employees","ADR/GDR/FCCB","7747","0",,"1710","763633","Sell","ADR/GDR/FCCB","6037","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Deepak Parameswaran","Employees/Designated Employees","ADR/GDR/FCCB","25372","0",,"36704","16390876","Buy","ADR/GDR/FCCB","62076","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Deepak Parameswaran","Employees/Designated Employees","ADR/GDR/FCCB","62076","0",,"17650","7749847","Sell","ADR/GDR/FCCB","44426","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Gautam Malik","Employees/Designated Employees","ADR/GDR/FCCB","4371","0",,"9771","4363428","Buy","ADR/GDR/FCCB","14142","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Gautam Malik","Employees/Designated Employees","ADR/GDR/FCCB","14142","0",,"5400","2411474","Sell","ADR/GDR/FCCB","8742","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"WIPRO","Wipro Limited","7(2)","Arun Anand","Employees/Designated Employees","ADR/GDR/FCCB","4311","0",,"3436","1534412","Buy","ADR/GDR/FCCB","7747","0","28-May-2024","28-May-2024","28-May-2024","ESOP","-","-","0","0","0","0","NA","-","30-May-2024 18:07","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164713_1148265_30052024060709_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Munender Soperna","Employees/Designated Employees","Equity Shares","27990","0.03",,"1000","2605756","Sell","Equity Shares","26990","0.03","28-May-2024","28-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 17:56","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164712_1148208_30052024055626_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","K. Sridevi","Immediate relative","Equity Shares","6800","0",,"950","4157998","Sell","Equity Shares","5850","0","28-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164709_1148073_30052024053210_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","L.V. Ramana","Employees/Designated Employees","Equity Shares","4025","0",,"1000","4308000","Sell","Equity Shares","3025","0","28-May-2024","28-May-2024","28-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164709_1148073_30052024053210_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","Sirisha M","Employees/Designated Employees","Equity Shares","1400","0",,"1400","6150000","Sell","Equity Shares","Nil","0","28-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164709_1148073_30052024053210_WEB.xml"
"DIVISLAB","Divi's Laboratories Limited","7(2)","DIVI MADHUSUDANA RAO","Promoter Group","Equity Shares","262690","0.1",,"55000","238491062","Sell","Equity Shares","207690","0.09","28-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 17:32","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164709_1148073_30052024053210_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Girish Agarwal","Promoters","Equity Shares","5984200","3.36",,"29154","8663820","Buy","Equity Shares","6013354","3.38","29-May-2024","29-May-2024","30-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164707_1147836_30052024045845_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Girish Agarwal","Promoters","Equity Shares","5861765","3.29",,"122435","36241338","Buy","Equity Shares","5984200","3.36","27-May-2024","28-May-2024","29-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164707_1147836_30052024045845_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Pawan Agarwal","Promoters","Equity Shares","5859513","3.29",,"117400","34618552","Buy","Equity Shares","5976913","3.36","27-May-2024","28-May-2024","29-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164707_1147836_30052024045845_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Pawan Agarwal","Promoters","Equity Shares","5976913","3.36",,"47452","14129399","Buy","Equity Shares","6024365","3.38","29-May-2024","29-May-2024","30-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164707_1147836_30052024045845_WEB.xml"
"DBCORP","D.B.Corp Limited","7(2)","Sudhir Agarwal","Promoters","Equity Shares","5959639","3.35",,"39749","11744336","Buy","Equity Shares","5999388","3.37","29-May-2024","29-May-2024","30-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:58","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164707_1147836_30052024045845_WEB.xml"
"TDPOWERSYS","TD Power Systems Limited","7(2)","Lavanya Sankaran","Promoter Group","Equity Shares","Nil","0",,"1700000","0","Buy","Equity Shares","1700000","0.01","29-May-2024","29-May-2024","30-May-2024","Gift","-","-","0","0","0","0","NA","-","30-May-2024 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164705_1147787_30052024045151_WEB.xml"
"TDPOWERSYS","TD Power Systems Limited","7(2)","Nikhil Kumar","Promoters","Equity Shares","19193320","12.3",,"1700000","0","Sell","Equity Shares","17493320","0.11","29-May-2024","29-May-2024","30-May-2024","Gift","-","-","0","0","0","0","NA","-","30-May-2024 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164705_1147787_30052024045151_WEB.xml"
"TDPOWERSYS","TD Power Systems Limited","7(2)","Ramakrishna Varna","-","Equity Shares","393785","0.25",,"10000","3377219","Sell","Equity Shares","383785","0","29-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164705_1147787_30052024045151_WEB.xml"
"TDPOWERSYS","TD Power Systems Limited","7(2)","Nagaraja Srivatsa","Other","Equity Shares","312000","0.2",,"10000","3350970","Sell","Equity Shares","302000","0","27-May-2024","27-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 16:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164705_1147787_30052024045151_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","Suraj Ratan Lakhotia-H.U.F.","Immediate relative","Equity Shares","149100","0.05",,"45100","16286533","Sell","Equity Shares","104000","0.03","28-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 16:42","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164703_1147731_30052024044236_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","793577","1.62",,"25830","56058632","Sell","Equity Shares","767747","1.57","28-May-2024","28-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164700_1147562_30052024040351_WEB.xml"
"ECLERX","eClerx Services Limited","7(2)","Eclerx Employee Welfare Trust","Other","Equity Shares","767747","1.57",,"3144","6948730","Buy","Equity Shares","770891","1.57","29-May-2024","29-May-2024","29-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 16:03","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164700_1147562_30052024040351_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Hitesh Mulani","Employees/Designated Employees","Equity Shares","4070","0",,"400","1001920","Sell","Equity Shares","3670","0","29-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 15:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164697_1147482_30052024035247_WEB.xml"
"SAFARI","Safari Industries (India) Limited","7(2)","PUSHKAR JAIN","Employees/Designated Employees","Equity Shares","4570","0.01",,"2570","5269597","Sell","Equity Shares","2000","0","28-May-2024","28-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 15:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164695_1147355_30052024033422_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","416595","2.26",,"8782","3457384","Buy","Equity Shares","425377","2.3","29-May-2024","29-May-2024","29-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164692_1147325_30052024032855_WEB.xml"
"STEL","Stel Holdings Limited","7(2)","LEBNITZE REAL ESTATES PVT LTD","Promoter Group","Equity Shares","425377","2.3",,"1350","535221","Buy","Equity Shares","426727","2.31","29-May-2024","29-May-2024","29-May-2024","Market Purchase","-","-","0","0","0","0","BSE","-","30-May-2024 15:28","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164692_1147325_30052024032855_WEB.xml"
"CSLFINANCE","CSL Finance Limited","7(2)","CSL Employee Welfare Trust","-","Equity Shares","346450","1.52",,"4438","1826013","Sell","Equity Shares","342012","1.5","29-May-2024","29-May-2024","30-May-2024","ESOP","-","-","0","0","0","0","NSE","-","30-May-2024 15:08","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164690_1147227_30052024030844_WEB.xml"
"DIAMINESQ","Diamines & Chemicals Limited","7(2)","NAIMISH NARESH GODIAWALA","Immediate relative","Equity Shares","6950","0.07",,"1000","0","Sell","Equity Shares","5950","0.06","29-May-2024","29-May-2024","30-May-2024","Off Market","-","-","0","0","0","0","BSE","-","30-May-2024 14:52","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164688_1147116_30052024025234_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Priykant Patel","Employees/Designated Employees","Equity Shares","57356","0.01",,"648","1965578","Sell","Equity Shares","56708","0.01","28-May-2024","28-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164686_1147109_30052024025021_WEB.xml"
"PIDILITIND","Pidilite Industries Limited","7(2)","Priykant Patel","Employees/Designated Employees","Equity Shares","56708","0.01",,"500","1508679","Sell","Equity Shares","56208","0.01","29-May-2024","29-May-2024","30-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 14:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164686_1147109_30052024025021_WEB.xml"
"TEJASNET","Tejas Networks Limited","7(2)","Parag Naik","Employees/Designated Employees","Equity Shares","42960","0.03",,"10988","12915928","Sell","Equity Shares","31972","0.02","27-May-2024","27-May-2024","28-May-2024","Market Sale","-","-","0","0","0","0","BSE,NSE","-","30-May-2024 13:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164684_1146878_30052024013908_WEB.xml"
"TEJASNET","Tejas Networks Limited","7(2)","PARTHASARATHI PALAI","Employees/Designated Employees","Equity Shares","41906","0.02",,"500","590635","Sell","Equity Shares","41406","0.02","27-May-2024","27-May-2024","28-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 13:39","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164684_1146878_30052024013908_WEB.xml"
"GRASIM","Grasim Industries Limited","7(2)","Birla Group Holdings Private Limited","Promoters","Equity Shares","129973507","19.1",,"27809466","0","Buy","Equity Shares","157782973","23.18","24-May-2024","24-May-2024","28-May-2024","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","30-May-2024 13:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164682_1146864_30052024013445_WEB.xml"
"JASH","Jash Engineering Limited","7(2)","Axel Schutte","Director","Equity Shares","792807","6.34",,"200000","452898167","Sell","Equity Shares","592807","4.74","28-May-2024","28-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 12:34","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164680_1146684_30052024123428_WEB.xml"
"KRISHANA","Krishana Phoschem Limited","7(2)","Kanchi Resort Private Limited","Promoter Group","Equity Shares","10301","0.02",,"3700","915178","Buy","Equity Shares","14001","0.02","29-May-2024","29-May-2024","30-May-2024","Market Purchase","-","-","0","0","0","0","NSE","-","30-May-2024 12:30","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164679_1146672_30052024123022_WEB.xml"
"KALYANKJIL","Kalyan Jewellers India Limited","7(2)","GEETHALAKSHMI T S","Promoter Group","Equity Shares","260000","0.01",,"50500","20000000","Sell","Equity Shares","209500","0.01","29-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","NSE","-","30-May-2024 12:20","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164677_1146632_30052024122003_WEB.xml"
"ULTRACEMCO","UltraTech Cement Limited","7(2)","Birla Group Holdings Private Limited","Promoter Group","Equity Shares","3","0",,"1","0","Buy","Equity Shares","4","0","24-May-2024","24-May-2024","28-May-2024","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","30-May-2024 11:51","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164675_1146563_30052024115106_WEB.xml"
"AFFLE","Affle (India) Limited","7(2)","Affle (India) Limited Employees Welfare Trust","Other","Equity Shares","104638","0.07",,"21875","25736635","Sell","Equity Shares","82763","0.06","29-May-2024","29-May-2024","29-May-2024","Market Sale","-","-","0","0","0","0","MSEI","-","30-May-2024 11:50","https://nsearchives.nseindia.com/corporate/xbrl/IT_1164674_1146557_30052024115012_WEB.xml"
